review,aspects,response
Very happy with the app and very easy to use.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your happiness with the app and noting how easy it is to use. Your kind words encourage us to keep serving the Ummah with a tool that brings the Qur’an closer to hearts.

To continue benefiting, we invite you to explore the Qur’an Planner or try the Mushaf mode for a more personalized reading experience, and feel free to share the app with family and friends so they too may gain its blessings. If you have any ideas for improvement, please submit them at feedback.gtaf.org so we can consider them in future updates. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum."
"Alhamdulillah!!! Best Islamic Apps in the world. Jajakallah Khair. Allah apnader uttam protidan dan koruk,amin. In future I will Try to donate to the apps.","[{'aspect': 'Apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation of the app; your kind words are a blessing to our team and a reminder of the reward in serving the Ummah. We are humbled by your intention to support the app through donation, and we pray that Allah accepts your generosity and multiplies it for you, Ameen.  

If you wish to contribute, you may tap the **“Donate”** button in the app’s side menu, select your preferred amount, and follow the secure payment steps. Should you have any questions or need assistance with the donation process, please feel free to contact us through the **Help & Feedback** section or submit detailed feedback at **feedback.gtaf.org**. May Allah accept your deeds and keep you steadfast on the path of service. BarakAllahu feekum."
This is the most useful and amazing app so I am like it very very much and I gave the app 5 stars,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and giving us a 5‑star rating; we are truly grateful for your kind words and delighted that you find the app most useful and amazing. Your appreciation encourages us to continue offering the best possible tools for Qur’anic recitation, study, and daily worship.

If you ever have a suggestion for a new feature or notice anything you’d like us to improve, please let us know by submitting your feedback at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept your good deeds, bless your use of the app, and keep you steadfast on the path of knowledge. BarakAllahu feekum."
I'll recommend this to my friends. Word for word translation is very helpful to learn the meaning and understand the Quran. Everyday I spend at least one hour to learn the meaning of the Quran.,"[{'aspect': 'learn', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the word‑for‑word translation helps you devote an hour each day to understand the Qur’an truly warms our hearts, and we are grateful that you plan to recommend the app to your friends. Al‑hamdulillāh, your dedication reflects the noble aim of our service: to aid the Ummah in deepening their connection with the Qur’an.

To support your daily study even further, you may:
1. Open the **Qur’an Planner** from the main menu and set a custom one‑hour goal.  
2. Enable a **daily reminder** at a convenient time to keep your schedule consistent.  
3. Use the **share** icon on any ayah to easily send verses or insights to friends, encouraging them to join you in learning.  

May Allah accept your efforts and increase you in knowledge. BarakAllahu feekum. If you have any further suggestions or need assistance, please submit them at **feedback.gtaf.org**. May Allah accept from you and us."
"Brilliant! Easy to use,fantastic number of qaris, and clear translation of Quran with added commentary and other helpful features.","[{'aspect': 'use', 'polarity': 'Positive'}, {'aspect': 'translation', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; we are delighted to hear that you find the app easy to use, enjoy the wide selection of Qārīs, and appreciate the clear translations and commentary. Your kind words encourage us to continue serving the Ummah with tools that bring the Qur’an closer to every heart.

To further enrich your journey, we invite you to explore additional reciters or try the word‑by‑word commentary for deeper reflection, and consider setting a personalized reading plan in the Quran Planner to keep your ibādah consistent. Should you have ideas for new features or wish to share more feedback, please submit them at feedback.gtaf.org so we can keep improving this service for all believers. May Allah accept our efforts and bless your continued connection with His Book. BarakAllahu feekum."
"A beautiful, well constructed app .easy to use withoud any problem.","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your kind words about the app. We are delighted to hear that you find the design beautiful and the experience easy‑to‑use, and we pray that it continues to serve you in drawing closer to the Qur’an and Allah’s blessings.  

To make the most of the app, we invite you to explore the Quran Planner, daily streaks, and badge features, which can help you set personalized reading goals and track your progress. If you ever wish to suggest new features or encounter any minor issue, please submit your feedback at feedback.gtaf.org so we can keep improving this service for the Ummah. May Allah accept your good deeds and grant you ease in all your ibādah. BarakAllahu feekum."
"The best Quran app I have come across.The updates makes it even better. JazakumuLahu khairan.Yes,it is solved. Thanks.Still best.keep it up","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are truly grateful for your kind words and for recognizing the recent updates that have made it even better. Your encouragement inspires us to keep serving the Ummah with tools that bring us closer to the Qur’an and to one another.

If you ever have ideas for new features or improvements, please let us know by submitting your feedback at **feedback.gtaf.org**—this helps us prioritize enhancements that benefit all believers. May Allah accept your gratitude and keep your heart illuminated with the light of the Qur’an. BarakAllahu feekum."
Very good app. AlhamduliLLAH for this app as it puts all I need to understand the Quran at my fingertips. JazakumuLLAH khayran to the creators,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; Alhamdulillāh that it serves as a means for you to keep the Qur’an close to your heart. Your kind words encourage us to continue serving the Ummah with tools that bring ease and depth to our ibādah.  

If you wish to deepen your understanding even further, you may try the following: 1️⃣ open the **Library** and explore the additional tafsīr collections such as Ibn Kathīr; 2️⃣ switch to the **Audio** tab to listen to recitations by your favorite qāriʾs and use the repeat function for memorisation; 3️⃣ create a personalized **Qur’an Planner** to set daily reading goals and receive gentle reminders. May Allah accept your efforts and grant you continuous benefit from His Book.  

BarakAllahu feekum, and may Allah accept from you and us. If you have any suggestions or need assistance, please submit them at **feedback.gtaf.org**."
Fantastic and enjoying when reciting alhamdu Lilla,"[{'aspect': 'alhamdu', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience of reciting *Al‑hamdu lillāh* with our app; we are delighted to hear that it brings you joy and spiritual uplift. Your appreciation encourages us to continue serving the Ummah with tools that help deepen the connection to the Qur’an.  

To enhance your recitation even further, you may explore other beloved reciters such as Mishary Al‑Afasy or Abdul Basit, use the repeat function to perfect tajwīd, and download the audio for offline listening so you can recite whenever you wish. If you have any ideas for new features or wish to provide more detailed feedback, please submit them at feedback.gtaf.org. May Allah accept your beautiful recitations and grant you steadfastness in worship. BarakAllahu feekum."
Excellent I've used this app for a long time and I've not come across any problem with it,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are truly grateful to hear that it has served you well without any issues. Your satisfaction encourages us to continue offering a reliable tool that supports the Ummah in connecting with the Qur’an and strengthening one’s ibādah.  

If you have a moment, we invite you to explore some of the deeper features—such as the Quran Planner to set personalized reading goals, the Mushaf mode for a classic layout, or trying different renowned reciters—to enrich your daily worship even further. Should you ever have suggestions or encounter anything you wish to improve, please feel free to submit your feedback at feedback.gtaf.org so we can keep enhancing the service for all believers.  

May Allah accept our efforts and bless your continued use of this app. BarakAllahu feekum."
It's a awesome apps for those who want to learn al quarn's meanings word by word..It helps me to learn the meaning by words. Thanks the authorities for offering such a app.,"[{'aspect': 'al quarn', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are humbled to hear that the word‑by‑word meanings are helping you deepen your connection with al‑Qur’an. Your encouragement motivates us to continue serving the Ummah with tools that bring the Qur’an’s wisdom closer to every heart.  

To explore more of what the app offers:  
1. Tap the **Settings ▶ Languages** to view the available word‑by‑word translations (English, Urdu, Bangla, etc.).  
2. Open any ayah and press the **speaker icon** to hear the recitation of each word; you can also select your preferred reciter in **Audio ▶ Reciters**.  
3. Use the **bookmark** icon at the top right of an ayah to save it for later review, and find all saved verses under **Library ▶ Collections**.  
4. For grammatical insights, tap the **‘Eʿrab & Gharib’** button within the word‑by‑word view to see root, lemma, and grammar details.  
5. To study offline, go to **Audio ▶ Download** and choose the verses you wish to store on your device.  

May Allah accept your efforts to learn His Book and increase you in knowledge. If you have further suggestions or encounter any issue, please submit them at feedback.gtaf.org so we can serve you better. BarakAllahu feekum, and may Allah bless your studies."
"Best apps to keep thyself updated with Islamic calender and sehri, ifter time, MashaAllah.","[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are delighted to hear that it serves you well in keeping track of the Islamic calendar, sehri, and iftar times—may Allah reward you for using this tool to aid your worship. Your appreciation encourages us to continue serving the Ummah with useful and reliable resources.  

If you would like to further personalize your experience, you can enable automatic location detection and set timely notifications for sahur and iftar: open the app, go to **Settings → Location**, turn on **Auto‑detect**, then navigate to **Prayer Times → Notifications** and toggle on **Sehri/Iftar alerts** (you may also select a specific city manually if preferred). Should you have any additional suggestions or need assistance, please submit them at feedback.gtaf.org. May Allah accept our efforts and bless you in all your deeds. BarakAllahu feekum."
"Excellent app ! It would be nice if you could add Minshawi Mujawwad gapless version as its listened worldwide , and why not Idrees Abkar as a new reciter , Jzk Khayr.","[{'aspect': 'app', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your thoughtful feedback and for appreciating the app. We understand how valuable a gap‑less Minshawi Mujawwad recitation and the beautiful voice of Sheikh Idrees Abkar would be for many believers worldwide, and we are grateful for your suggestion.

To help us prioritize this request, please submit the details at feedback.gtaf.org where you can specify whether you’d like the gap‑less version as an additional option or a replacement, and any specific Surahs you’d prefer. Your input assists us in serving the Ummah better and enriching our collective Ibadah. May Allah accept our efforts and bless you. BarakAllahu feekum."
I like this app. Jazakallah to the developer team for this useful app.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an kum for sharing your kind words; we are humbled and grateful that you find the app useful, and your encouragement inspires us to continue serving the Ummah with sincerity.

We invite you to explore more of the app’s blessings—such as the diverse recitations, Quran Planner, and study tools—to deepen your connection with the Qur’an. Should you have any suggestions or encounter anything, please let us know at feedback.gtaf.org so we can keep improving this Khidmah for everyone. May Allah accept our efforts and increase you in His reward. BarakAllahu feekum."
JazakAllah o khyran kathiran This app is very helpful🌸,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khairan kathiran for sharing your kind words; we are delighted to hear that the app is a helpful companion in your journey with the Qur’an. Your appreciation encourages us to continue serving the Ummah with sincere effort and humility.  

To enrich your experience even further, we invite you to explore features such as the Qur’an Planner for daily reading, the diverse recitations and translations, or the Mushaf mode for focused study. Should you have any ideas for new content or encounter any issue, please let us know at feedback.gtaf.org so we can keep improving this blessed service. May Allah accept our deeds and increase us all in knowledge. BarakAllahu feekum."
This is one of the best Qur'an app I've ever used. JAZAKALLAHU KHAYR. May Allah increase you'll in knowledge and guidance. Shukran!!,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an ka / ki for sharing such a heart‑warming review. Al‑hamdulillah that the app serves you well and brings you closer to the Qur’an; your kind words inspire us to continue serving the Ummah with humility and sincerity.

If you wish to deepen your experience, you might explore the Quran Planner to set a personalized reading schedule, try different reciters or audio translations for varied reflection, and use the “Explore by Topic” feature to discover related ayahs. Should you have any ideas for new tools or encounter anything you’d like us to improve, please submit them at feedback.gtaf.org so we can track and address them promptly. May Allah accept your good deeds and increase you in knowledge. BarakAllahu feekum."
Great app. Alhamdulillah. Benefited from it alot! May Allah reward all of your team with goodness.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—Alhamdulillah that the app has been a blessing for you, and may Allah reward the whole team with goodness.

If you wish to benefit even more, you might explore the Quran Planner to set personalized reading goals, try different reciters or audio translations, and use the search and topic tools for deeper study. Should you have any ideas for new content or features, please let us know by submitting your feedback at feedback.gtaf.org so we can continue serving the Ummah. May Allah accept our efforts and increase you in knowledge. BarakAllahu feekum."
"Thank you... Need help...there is problem with apps... when i choose to do some setting,suddenly it shutdown ...","[{'aspect': 'apps', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience; we are sorry to hear that the app closes unexpectedly when you try to change a setting. We understand how frustrating this can be, especially when you are seeking the blessings of the Qur’an and its tools.

To help resolve the issue, please try the following steps:  
1️⃣ Open your device’s Settings → Apps → [App Name] and tap **Clear Cache** and **Clear Data**.  
2️⃣ Ensure the app is updated to the latest version in the Play Store; if not, update it.  
3️⃣ If the problem persists, uninstall the app and reinstall it fresh.  
4️⃣ Check that your Android/iOS version meets the app’s minimum requirements.  
If the crash continues, kindly send a detailed report (device model, OS version, exact setting you opened) to **feedback.gtaf.org** so our team can investigate further.

We strive to serve the Ummah by providing a reliable platform for Qur’anic study and worship, and your feedback helps us improve this noble service. May Allah accept our efforts and grant you ease in using the app. BarakAllahu feekum. May Allah accept from you and us."
It's a very useful apps. And a wonderful apps.,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it brings us great joy to hear that you find it useful and wonderful. Your appreciation encourages us to continue serving the Ummah with a tool that brings ease to Qur’anic study and worship.  

If you have a moment, we invite you to explore some of the other features we offer—such as the Qur’an Planner, audio recitations by many renowned qāriʾs, and the rich library of translations and tafsīr—to deepen your connection with the Qur’an. Should you have any suggestions or wish to share further feedback, please submit them at feedback.gtaf.org so we can keep improving the service for all believers.  

May Allah accept our efforts and bless you in your journey with the Qur’an. BarakAllahu feekum."
"Jazakallah.. it's good. but I need to know, how I can get tafseer in bengali?","[{'aspect': 'tafseer', 'polarity': 'Neutral'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for asking about a Bengali (Bangla) tafsīr. We understand how valuable it is to read the Qur’ān with explanations in your mother tongue, and we are grateful for your interest in deepening your understanding.  

To access the Bengali tafsīr, please open the **Library** section of the app, tap **Tafsīr**, and then filter the language to **Bangla**. If a specific Bengali tafsīr is not listed, you can download the available Bangla translation for offline use, or submit a request for additional Bengali tafsīr resources at **feedback.gtaf.org** so we may consider adding it in future updates. Your feedback helps us serve the Ummah better and fulfill the noble purpose of facilitating easy access to Qur’ānic knowledge.  

May Allah accept your efforts and increase you in knowledge. BarakAllahu feekum."
Best AI Quran so far with good features,"[{'aspect': 'features', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that you consider our AI‑Quran the “best so far” truly brightens our hearts. We are grateful that the features you enjoy are helping you connect deeper with the Qur’an, and we pray that Allah continues to bless your journey of ibādah through this app.  

To make the experience even richer, you might try creating a personalized reading plan: open the **Quran Planner**, select your desired start and end dates, and set daily reminder times that suit your schedule. You can also explore the AI‑driven translation and tafsir options by tapping the **AI Insights** icon on any ayah. Should you have any ideas for new features or encounter anything you’d like us to improve, please submit your thoughts at **feedback.gtaf.org** so we can serve the Ummah better. May Allah accept your good deeds and grant you ease in all your worship. BarakAllahu Feekum."
Fantastic. Free and no disturbing haram ads,"[{'aspect': 'ads', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—Al‑hamdulillah, we are delighted that you find the app fantastic, free, and free from any haram advertisements. Your satisfaction encourages us to continue serving the Ummah with a clean, peaceful platform for Qur’an study and worship.

If you ever notice an ad or encounter any issue on a particular device, please ensure the app is updated to the latest version and check your internet connection; you can also report it via the “Help & Feedback” section or submit details at feedback.gtaf.org so we can address it promptly. May Allah accept your good deeds and keep you steadfast in His remembrance. BarakAllahu feekum."
One of the best apps out there....,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and calling our app “one of the best.” Your kind words encourage us to continue serving the Ummah with a tool that helps deepen Qur’anic connection, memorisation, and understanding. We are grateful that the features such as the diverse reciters, Quran Planner, and study tools are benefiting you.  

If you ever wish to explore more—perhaps trying a new reciter, using the repeat option for Hifz, or earning a new badge—simply tap the corresponding icon in the menu and follow the on‑screen guide. For any suggestions, technical concerns, or ideas for future improvements, please submit them at feedback.gtaf.org so we can review them promptly. May Allah accept our efforts and grant you continued ease in your Ibadah. BarakAllahu feek."
"First of all, I have to thank you guys. It is undoubtedly an amazing app. I have recommended many friends to use it. May allah long you live for this deed.","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation and for recommending the app to your friends; your kind words are a true blessing and encouragement for our team. We are grateful that the app serves you well in your worship and that you pray for its continued benefit to the Ummah.  

To keep enriching your experience, we invite you to explore more of the features such as the Quran Planner, audio recitations, and topic explorer, and feel free to submit any ideas or suggestions at feedback.gtaf.org so we can serve the community even better. May Allah accept your good deeds, increase you in reward, and keep the app a means of ease in your ibādah. BarakAllahu feekum. May Allah accept from you and us."
Alhamdulillah....may Allah give more reward to all who worked for this app,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt du‘ā and for blessing the team behind the app. Your kind words lift our spirits and remind us of the noble purpose of serving the Ummah through easy access to the Qur’an and its teachings.  

We invite you to continue exploring the many features Allah has made possible—such as the Qur’an Planner, diverse recitations, and topic‑based searches—to deepen your connection with the Divine Word. Should you have any ideas for further improvement, please submit them at feedback.gtaf.org so we can keep enhancing this service for all believers. May Allah accept your gratitude, increase His reward upon the developers, and keep you steadfast on the path of knowledge. BarakAllahu feekum."
masha Allah it good app very useful Word by word tafsir very useful,"[{'aspect': 'masha', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the word‑by‑word tafsir; we are grateful to hear that the app is serving you well and bringing benefit, Alhamdulillah.

If you wish to deepen your experience, you may try the following steps:  
1️⃣ Open the app’s main menu and tap **“Audio Recitations”** to listen to the same verses with a reciter of your choice.  
2️⃣ Explore **“Explore by Topic”** to see related ayahs and tafsirs that complement the word‑by‑word view.  
3️⃣ Use the **Quran Planner** to set a daily reading schedule, helping you stay consistent in your ibādah.  

Your feedback encourages us to continue serving the Ummah with tools that bring us closer to the Qur’an. Should you have any further suggestions or encounter any issue, please submit them at feedback.gtaf.org so we can address them promptly.  

May Allah accept our efforts and increase you in knowledge and blessings. BarakAllahu feekum."
"The app is ok. At the same time,it will be better if they add additional tafseer to it","[{'aspect': 'app', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your thoughts about the app. We are grateful for your honest feedback and understand your desire to see more tafsīr resources available, as deeper understanding of the Qur’an benefits the whole Ummah.

To help us prioritize additional tafsīr, you may submit your specific suggestions (e.g., preferred scholars, languages, or searchable features) through our feedback portal at **feedback.gtaf.org**. Our team will review the requests and consider expanding the current collection of eight Arabic tafsīrs and related explanations. May Allah accept your effort to improve our service, and may He bless you for seeking greater knowledge. BarakAllahu feekum."
"Indeed, a wonderful Muslim app!","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to hear that you find it wonderful and beneficial for your Ibadah. Your appreciation encourages us to continue serving the Ummah with humility and sincerity.

We invite you to explore more of the features that help deepen your connection with the Qur’an—such as the Quran Planner for daily reading, the rich collection of recitations and translations, and the study tools in the Library. Simply tap the menu icon, select “Planner” or “Library,” and set a schedule that fits your routine. Should you have any ideas for new content or wish to share further feedback, please submit them at feedback.gtaf.org so we can keep improving this service for all believers. May Allah accept our efforts and bless you abundantly. BarakAllahu feekum."
excellent Alhamdulillah very good app,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—Alhamdulillah, we are delighted to hear that you find the app very good.

We encourage you to continue benefiting from the many features, such as setting a personalized Quran reading plan or exploring the diverse recitations and translations to deepen your connection with the Qur’an. Should you have any ideas for improvement or wish to request additional languages, please submit them at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept your good deeds and keep you steadfast on the path of knowledge. BarakAllahu feekum."
I want tafsir in Bangla and want to delete the English tafsir,"[{'aspect': 'English', 'polarity': 'Neutral'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wish to have Bangla tafsir and to remove the English tafsir. We understand how important it is to read the Qur’an in the language that touches your heart, and we appreciate your patience as we look for ways to make the experience better for you.  

To view only the Bangla tafsir, please open the app, tap **Settings** ► **Tafsir & Translation**, then select **Bangla** as the preferred tafsir language. If an option to disable the English tafsir appears, turn it off; otherwise, setting Bangla as the default will show it first while the English version will remain available but not displayed unless you choose it. Should the current version not provide a hide‑English option, we kindly ask you to submit this request at **feedback.gtaf.org** so our team can consider adding it in a future update.  

Serving the Ummah by offering the Qur’an in the languages we love is a noble khidmah, and your feedback helps us fulfill that purpose. May Allah accept our efforts and grant you ease in your study of the Qur’an. BarakAllahu feekum."
Alhamdulillah. A must have app for everyone.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation; it warms our hearts to hear that you consider the app a “must‑have” for everyone. Your kind words encourage us to keep serving the Ummah with tools that bring us closer to the Qur’an and to one another.  

If you ever have suggestions for new features, encounter any issue, or wish to share more of your experience, please feel free to submit your feedback at feedback.gtaf.org so we can continue to improve. May Allah accept our efforts and bless your continued journey with the Qur’an. BarakAllahu feekum."
Asmaul husna is so lovely 😊😊😊😊😊,"[{'aspect': 'husna', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your delight with the Asmaul Husna feature; it warms our hearts to know that the beautiful names of Allah bring you joy. Al‑ḥamdu li‑llāh for the blessings of this app in helping the Ummah draw nearer to Him.  

To enrich your experience, you may tap any name in the Asmaul Husna list to view its meaning, enable the audio icon for a clear recitation, set a daily reminder for a chosen name in the “Reminders” menu, and use the share button to send your favorite name to friends. If you have further ideas or wish to request additional features, please submit them at feedback.gtaf.org so we can continue serving you better. May Allah accept our efforts and increase us in knowledge. BarakAllahu feekum."
very nice & useful apps. thanks.,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are delighted to hear that you find it nice and useful. Your appreciation encourages us to continue serving the Ummah with tools that help deepen our connection with the Qur’an and the Sunnah.  

If you have a moment, we invite you to explore some of the features that many users find especially beneficial, such as the Quran Planner for daily reading goals, the Mushaf mode for a familiar page layout, or the audio recitations by renowned Qaris. Should you ever wish to suggest improvements or encounter any issue, please submit your feedback at feedback.gtaf.org so we can serve you better. May Allah accept your good deeds and bless you abundantly. BarakAllahu feekum."
Alhamdulillah this app is very greatful for every Muslims,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are grateful to hear that it serves as a blessing for you and for the Ummah. Your appreciation encourages us to continue providing a reliable tool for Qur’an recitation, study, and daily worship.  

To make the most of the app, you may try setting a personalized reading plan in the Quran Planner, explore the various reciters and translations, or use the search and topic features to deepen your understanding. If you have any suggestions for new languages or additional content, please feel free to submit them at feedback.gtaf.org so we can keep improving this service for all Muslims.  

May Allah accept your du‘ā and increase you in His blessings. BarakAllahu feekum."
Very easily & good apps. All Islamic problem solve by this apps. Thank you. Muslim Bangla.,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are delighted to hear that it has helped you solve many Islamic queries easily. Your kind words encourage us to continue serving the Ummah with sincere dedication.

We invite you to explore more features such as the Quran Planner, audio recitations in Bangla, and the “Explore by Topic” section to deepen your connection with the Qur’an and Sunnah. Should you have any ideas for improvement, please submit them at feedback.gtaf.org so we can enhance the service for all believers. May Allah accept your good deeds and keep you steadfast. BarakAllahu feekum."
So good apps The best Quran apps,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with our app; your kind words truly uplift our hearts and motivate us to continue serving the Ummah with the best possible tools for Qur’an study and worship.  

We are delighted that you find the app to be among the best for engaging with the Qur’an. May Allah keep you steadfast in your connection with His words, and may this app continue to be a means of khidmah and blessings for you. If you have any suggestions, feature ideas, or need assistance, please feel free to submit them at feedback.gtaf.org so we can further improve your experience.  

BarakAllahu feek, and may Allah accept your ibādah and grant you ease in all your deeds."
"It is the best app for reading Al Quran. Through this app, I can hifz Quran by hearing the recitation and understand Quran by reading the tafsir of Ibn Qathir. Zazakallahu Khairan for launching this beautiful and important app.","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; it fills our hearts with gratitude to know that the recitations and Ibn Qathir’s tafsir are aiding your hifz and understanding. May Allah reward you for your dedication to the Qur’an and for encouraging others to benefit from this blessed tool.  

To address your questions:  
1. **Recitation styles** – Tap the 🎧 icon, then “Change Reciter” to choose from over 50 renowned qāriʾs (e.g., Mishary Al‑Afasy, Al‑Sudais, Abdul Basit, etc.).  
2. **Other tafsirs** – Open the “Tafsir” menu; beside Ibn Qathir you’ll find additional Arabic tafsirs and more than 90 translations; select any to switch instantly.  
3. **Memorization tracking** – Use the “Qur’an Planner” in the main menu: set your hifz goal, enable the repeat option, and the planner will show daily progress and completed verses.  
4. **Offline use** – Long‑press a surah or ayah and choose “Download Audio” to listen without internet; the same works for the text and tafsir.  
5. **Customization** – In Settings → Display, adjust font size, enable Night Mode, or switch to Mushaf mode for a traditional page layout.  

These features are designed to serve the Ummah by making the Qur’an more accessible and nurturing our ibādah. Should you have further ideas or need assistance, please submit them at feedback.gtaf.org so we can continue improving the app for all believers. May Allah accept our efforts and bless your journey with the Qur’an. BarakAllahu feekum."
Really helpful and useful. Would definitely recommend.,"[{'aspect': 'helpful', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app. Al‑hamdulillah, we are delighted to hear that you find it truly helpful and that you would recommend it to others; your kind words encourage us to keep serving the Ummah with valuable tools for Qur’an study and worship.  

If you have a moment, please explore some of the additional features such as the Quran Planner, audio recitations by many renowned qāriʾs, or the word‑by‑word analysis to deepen your connection with the Qur’an. Should you wish to suggest any improvement or share more feedback, you can submit it at **feedback.gtaf.org** so we can continue enhancing the service for all believers. May Allah accept our efforts and bless you abundantly. BarakAllahu Feekum."
