Review,Sentiment,Probabilities
Excellent. It is the best application so far. I like t,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good app 😊,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
All praise to be Allah... Excellent app.. Mashallah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Zajakallah for this wonderful app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Amazing,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is the second app that help me relearn what I am been taught at my Islamic school,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The aplication meets my qualification.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A wonderful program and comfortable reading. I recommend it to everyone,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Awesome app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Beat app,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
Easy to read and quick to understand,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Been using this app for years,positive,"{'positive': 0.9998, 'neutral': 0.0002, 'negative': 0.0}"
Masha Allah may Allah bless you for this app.. It's a blessing,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Assalam or Alaikum, AlhamduliLLAH amazing app!",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very easy to understand,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
So good for the old and new muslim thanks for this app 🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love the Quran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
These apps are the best of all the apps on my phone. Thank you very much.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's the best application and ever. One can have it forever. I love it and I'm also glad to have it. Thanks 🙏,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Well improved and advanced from previous version,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It is great help for me, because it helps understand the meanings and understand how the language works inspite of my sketchy understanding of Arabic grammar.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah！！！！ Very voluminous in terms of Divine knowledge, convenient, many possibilities and options. It will be useful for learning and memorizing the Qur'an. I recommend it to all Brothers and Sisters!!!",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It been nice using this app am yet to see any displeasure Maasha Allah .,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I think so far it's the best of all I've used,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Prominent,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
This app is just too good you can decide if you want to read English or other languages ​​in German and you can even still read without internet! Best quran app and good English translation!!! And no additions,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The application is really good. The letters can be enlarged, so those with nearsightedness are suitable for using this application. There are also many language translation options. Top 😀",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Amazing recommend it to everyone,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Ok,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
Alhamdullah Its good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
ALL GRATITUDE TOWARDS ALLAH!! AL-QURAN APP BY [GTAF] IS ONE OF THE BEST APP FOR LEARNING QURAN. thank you very much,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Thank you all for analyzing Al-Qur'an in such a beautiful way and I pray that you will make better apps in the future...💝💖,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good application for studying the Koran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Just great.♡♡♡♡,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Thank God,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
God bless you and may Allah reward you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great app for learning Quran, but it is glitchy. So I hope that can be improved.",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
"This new app is good,help me to perform many things here",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"This app has helped me a lot or resulted in a lot, thank you ❤️",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
God bless you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Amazing experience. May Allah reward you.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah Good for Muslim to understand the book of Allah in English translation.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Why there is no Urdu audio translation?,negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
"It's a very good application, I like it",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"MashaAllah, keep it more useful. Salaam",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very nicely done and more informative about Holy Quran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May Allah reward the people who built this app and are continuously working to improve it. They have helped so many people make quran their companion and I would recommend everyone to have this in your app list so you can remember Allah morning and evening and everyone gets the reward in sha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A vary good app for those who want to the study the Holy Quran.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
under test,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
"The App is ok and it needs to be upgraded to more advanced features also whenever i am reading a particular verse,if there is any interaction be it an incoming call when coming back to read the particular verse it will start all over from the beginning which is not suppose to be instead of starting from where i stopped pls work on this issue jazaykumullahukayrun fih Dunya wal Akirah.",neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
❤❤❤,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The app glitches a little when you play the audio, it sometimes goes over the intended verses, but its convenient to have an auto scroll feature and word to word translation",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
🥰,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A wonderful software,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Really good user experience for quran reading,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Thanks easy to understand really nice,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Using it for quite sometime now. Improved a lot now. Only issue I still face is related to sync of bookmarks to account. It works sometime and sometime it removes the bookmark while syncing. You need to signout and sign in frequently. Still a 5 star app.,neutral,"{'positive': 0.0001, 'neutral': 0.8379, 'negative': 0.162}"
It's easy and comprehensive,positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0}"
This app is fantastic May Allah bless the initiator of this. Barakalau feekum,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good app mashallah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
i learn a lot from this qur an .and also understand thank you so much,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Please please add Urdu translation too,neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0001}"
Very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha allah good apss,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's very good app but just that the audio uses wifi to play meanwhile there's no wifi where I am,negative,"{'positive': 0.0, 'neutral': 0.0001, 'negative': 0.9999}"
Masha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love this app.May Allah give proper reward to our brothers who create this app.I think all the Quran lovers love this app.I suggested this app to my cosin who is also a Quran lover.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
great app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah 🥰 to the developers. Such a nice app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah Benefits,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It's one of the best Qur'anic apps, keep up the good work, jazakummullahu khairan",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Probably the best of the Qur'an apps . Loved it ❤️❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The Best App of all. Thanks,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very very very very very very goooood,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very helpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillāh! I have been searching for an application to help give deeper translation of the verses of the Qur-ān and mā shā Allāh, this is just an amazing one; to me, the best. I recommend it for all seekers of the knowledge of Islam. May Allāh reward the producers with with goodness and accept it as continuous charity. Āmeen!",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Masha Allah, Tabarakallah",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah one of my most favourite quran app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Thank God, it is very useful, it is very easy to find basic words.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Quran games are very beautiful.......,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
kind and very helpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Nementen,negative,"{'positive': 0.0001, 'neutral': 0.0001, 'negative': 0.9999}"
The application is excellent. Thank you for your efforts. There is a problem with the bookmark not appearing in the consecutive verses page mode or changing to another verse on another page.,negative,"{'positive': 0.0001, 'neutral': 0.0, 'negative': 0.9998}"
Very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Barak Allah is your fee,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Mashaa Allah Tabark Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Verse No. 7, Surah Al-Isra, the writing is incorrect. Please correct it",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
Very organized and easy to use app that every Muslim must get. May ALLAH richly reward the team in charge of it.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Ok bgt,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah it is very beautiful from which I also benefited.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Very useful, makes it easier to learn mufrodat Al-Quran",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best Quran app available. Especially if you like tafsir and word for word translations,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very excellent and very useful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Masha Allah, Alhamdulillah, really it's a wonderful app.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Maa sha allh very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best for Muslims ☪️ You can use this app as many times and can even add bookmarks.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Mashallah, Subhanallah, Alhamdulillah. The best aps in my whole life. Thanks a lot greentech...(incredible) I can't find the language to say anything else, I will just say that this is the best software in my life",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Too good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Good, useful",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Burn the Quran regularly. Live an enlightened life.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Lack of clarity in the pause marks in the Qur’an,negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
Amazing app! Allahumma baarik!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This Quran app is absolutely fantastic,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"it is one of the best copies of Qur'an out there. very descriptive, easy to understand translation, very clear Arabic writing style. best part for me is the word by word translation. highly recommended to download.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good 👍👍👍,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"A very wonderful application, God bless you",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This App is just amazing. Alhamdulillah found this app n it's really helpful. Jazakallah khair!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent💎,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Beautiful application 🤍,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
when using same account in 2 different mobile. the data don't sync automatically.,negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
One of the best app to study Qur'an out there in various languages :),positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Syukron,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It is very good to be a blessing in the world and the hereafter, amen",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Thanks so much,for everythings",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
like this very much.. help me a lot,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's very good if you don't bring a Koran when traveling long distances such as toll roads,neutral,"{'positive': 0.0, 'neutral': 0.9995, 'negative': 0.0004}"
"In the name of God, Mashallah, a beautiful program, may God reward you",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Allhamdulliah ihave studied a meaning of quran in this app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great job indeed. Jajakallah khayer..,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May allah give you better reward - Ameen,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Really beneficial, JazakAllahu Khairan. However, when trying to switch between the tabs located on the bottom for the screen the app freezes and crashes.",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
Ts the best app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The best thing I ever downloaded, brilliant app",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Shukran Jazeelan, great experience navigating this app. However, there's notable incoherence and disarrangement of the e'rab translation. Please do kindly look into this.",negative,"{'positive': 0.0001, 'neutral': 0.0, 'negative': 0.9999}"
Thanks 😊😊😊 to,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alihamdulillah for this great app. BARAKALLAHU Feek to the developers,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It was really good I'm working on it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"The application cannot be accessed at all. God bless whoever developed this program, thank you very much",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Allah is Almighty.🥰🥰,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Been an impressive experience,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah very good app and a very nice ui ( user interface),positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Beautiful..,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah, just awesome. ❤️❤️❤️",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Great Quran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very cool thank you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Excellent app for translation, tasfir, also word by word meaning.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Wonderful apping,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Subhanallah, keep growing",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good translation application word by word also do it in French because its important,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Turn on the ""Specific Verses"" option. So that one can only listen to the verse until it is well purified and mastered and the other verse is not turned on.",neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
"Very good and helpful app If possible add night mode to it, its hard to use the app at night time",positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0}"
I love it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Easy to use and very precise,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
best Quran app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah ❤️ Excellent App❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"May God reward you, excellent",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It is too early to comment but so far I found it good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great, convenient. It works without the Internet and advertising...",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Mashallah! It is one of the best apps that I have seen, Allah will give you Sadaqa. Just the mini prob is this, that it KEEP SCREEN ON doesn't work. you have to touch the screen that it should not lock, please solve the prob in new update.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah🍃,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best app !!!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Awesome, God willing",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent app love it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Everyone says it's a good thing because this add is free. Good Application,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
great app for muslims,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you with good health,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It is a very good, reliable application with easy access",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Best App, Amazing, So much helpful, jazAkallah, This is what you need for short Instant tafsir View of the Quran.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Awesome app for learning Quran.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May Allah reward you!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"So far experience is very good ,it would we keep the app open in popup , so that we can keep listening while working . The biggest pro is this app is without adds.May Allah subhanawtala accept the efforts of developers and grant us all hidaya",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Best of the best, I bought tablet just for this app, so I can read the Quran with tafsir of ibn Kathir, best work جزاك الله خيرا",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Can table to download Tamil (word to word ) translation. Others languages are working fine. Please support,negative,"{'positive': 0.0212, 'neutral': 0.0435, 'negative': 0.9353}"
Masha Allah very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
best app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Love this 💚,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
An easy to open easy to read Alhamdulillah for this App,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
The best,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Easy to use it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good application thank you 🙏,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Really good mashallah 💫,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Prominent,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
It's really good app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah its pure beauty they have done a great job May Allah Almighty Acc3pt it and grant them best in this world and the hereafter,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It has all sheikhs and tafsir overall amazing,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Besy,neutral,"{'positive': 0.0002, 'neutral': 0.9997, 'negative': 0.0001}"
good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
😍😍😍,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is the nice app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very helpful,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. A wonderful application.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Alhamdulillah..a very good and useful application, hopefully it will be a blessing..amen",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Ma sha allah. One of the best apps for quran. The apps has many Tafsir and Arabic dictionary. Thses dictionary is Very important for us. One of the best important the apps is Very helpful and useful. May allah Bless you and your team.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah,positive,"{'positive': 0.9999, 'neutral': 0.0, 'negative': 0.0}"
"God willing, it is better than the others as long as the features don't change",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great app mashallah, but I can't seem to play the audio lol. Maybe cause I have a very old phone but it worked before but it's good. Mashallah",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It is done with good effort, but it is not easy to deal with",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
Simple and complete,neutral,"{'positive': 0.0003, 'neutral': 0.9997, 'negative': 0.0}"
Excellent application,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Prominent,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
. Good and thank you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good Apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. This application is very good and not complicated🙏👍👍,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"I didn't have the opportunity to examine it much. I guess it is a very successful application. Thank you, may Allah accept your good deeds, amen.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Great app, I recommend downloading it",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"alhamdulilla,i am learning very well",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
No ads. Easy to use .This app is amazing .Has word to word translation. Amazing interface,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It will be useful, hopefully Allah SWT will make it healthy and become a field for charity in this world and the hereafter",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I really love that this book could show more than one translation of the verse. It helps me learn it in both my native language and english. Love the pin and bookmark feature as well. By far this is my favorite Quran App,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah. It's really nice,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Greatpppp,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Subhanallah Jazakallah khair,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I actually really like this app it's perfect for when I don't have the quran e pak with me!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is the best app... May Allah Bless the developer of this app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May Allah grant blessings and abundant rewards to all parties involved in making this Al Quran application🤲,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Mashallah very helpful app but need meaning in urdu as well so that it becomes still easier for is to understand arabi,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Such a great app mashallah tabarakallah, top. Imo this quran app has the best smoothest experience and richest features for reading the quran and learning it. A dedicated player tab for listening to the quran would be great to add, it would make it the one app for quran both reading and listening.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good app.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A great app!,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It's a nice program. May God bless those who caused it 🤲,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
