reviewer_id,review,system_response,system_response_accuracy,system_response_grammatical_correctness,system_response_Relevancy,system_response_specificity,llm_baseline_response,llm_baseline_response_accuracy,llm_baseline_response_grammatical_correctness,llm_baseline_response_relevancy,llm_baseline_response_specificity
200042147,There's a very good app.. Every Muslim should install this app and enjoy it very much 💖💖💖 This app help you in many Islamic things... It is a very useful app also❤️,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are delighted to hear that you find it beneficial and encouraging for every Muslim. Your kind words inspire us to continue serving the Ummah with dedication and humility.  

To deepen your journey, you may explore features such as the Quran Planner, audio recitations by many renowned Qāriʾs, and the topic‑explorer to enrich your daily ibādah. If you have any ideas for further improvements, please submit them at feedback.gtaf.org so we can enhance the service for all. May Allah accept our efforts and bless you. BarakAllahu feekum.",5,5,4,4,"Assalamu Alaykum wa Rahmatullahi wa Barakatuh,

Thank you so much for your wonderful words and heartfelt recommendation! We're truly delighted to hear that you find the app helpful and enjoyable. 🌟

Your encouragement motivates our team to keep adding valuable features and improvements, so all Muslims can benefit even more. If there’s anything specific you’d love to see in future updates, please let us know—we’re always listening.

May Allah (SWT) bless you and your loved ones with continued guidance and ease. JazakAllahu khairan for your support! 

Warm regards,  
The [App Name] Support Team.",5,5,4,3
200042147,Alhamdulillah This app is very Useful. keep creating Apps.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for praising the usefulness of the app; Alhamdulillah, it brings us joy to know it serves you well. Your encouragement inspires us to keep striving in the service of the Ummah, offering tools that help deepen our connection with the Qur’an and its teachings.  

We invite you to continue exploring the many features—such as the Qur’an Planner, audio recitations, and topic searches—to enrich your daily ibādah. If you have ideas for new tools or apps you’d like to see, please submit them at feedback.gtaf.org so we can consider them in future updates. May Allah accept our efforts and bless you in your Qur’anic journey. BarakAllahu feekum.",4,4,3,3,"Alhamdulillah, thank you for your kind words! We’re delighted to hear that you find the app useful. Jazak Allah khair for your support. If you have any suggestions or need any assistance, please let us know—we’re here to help and will continue working to bring more beneficial apps for the Ummah. 🌙📱",4,5,4,3
200042147,The challenge with the app are the multiple daily reminders - they just don't switch off,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience; we understand how persistent reminders can become a distraction from your worship, and we sincerely appreciate your patience.

To turn off or adjust the daily reminders, please open the app, tap **Settings** (gear icon), select **Reminders**, and toggle the switch off or set a preferred time/frequency. If the reminders still appear, you can also check your device’s notification settings: on Android, go to **Settings → Apps → [App Name] → Notifications** and disable “Reminders”; on iOS, go to **Settings → Notifications → [App Name]** and turn off “Reminders”. Should you need further assistance or wish to suggest additional reminder options, kindly submit your feedback at **feedback.gtaf.org** so we can track it properly.

We strive to serve the Ummah by providing tools that ease your Ibadah, and your comfort in using the app is part of that noble purpose. May Allah accept your prayers and make your Qur’an reading a source of continual blessing. BarakAllahu feekum, and may Allah accept from you and us.",5,4,5,5,"Assalamu alaykum wa rahmatullahi wa barakatuh,

Thank you so much for sharing your experience with us. We’re sorry to hear that the daily reminders are continuing even after you tried to turn them off. Let’s get this sorted quickly so the app works just the way you’d like.

**How to stop or adjust the reminders:**

1. **Open the app** and tap the **“Settings”** icon (usually a gear‑shaped button).  
2. Select **“Notifications & Reminders.”**  
3. You’ll see a list of the different reminder types (e.g., Prayer Times, Qur’an Verse, Dua of the Day, etc.).  
4. **Toggle off** the ones you no longer want, or use the **“Frequency”** slider to reduce how many times per day they appear.  
5. After making changes, tap **“Save”** or **“Apply”** at the bottom of the screen.

If you’ve already turned the reminders off but they still appear, try the following:

- **Force‑close** the app (swipe it away from recent apps) and reopen it.  
- **Clear the app’s cache** (Settings → Apps → [Your App] → Storage → Clear Cache).  
- **Restart your device** – this often refreshes the notification settings.

Should the reminders persist after these steps, please let us know the exact reminder(s) that are still active and the model of your device. You can reach us directly at support@islamicapp.com or through the “Help & Feedback” section inside the app. We’ll investigate further and get back to you as soon as possible.

We truly appreciate your patience and hope the app soon serves you in a more comfortable and beneficial way.

JazakAllahu khair for helping us improve!",4,5,5,5
200042147,The update was difficult to use please correct the minor error,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience with the recent update; we are sorry to hear that it has been difficult to use and that a minor error remains. Your comfort while accessing the Qur’an is very important to us, and we appreciate your patience as we strive to serve the Ummah with ease and excellence.

To help resolve the issue, please try the following steps:  
1. Verify that you have installed the latest version from the Play Store/App Store.  
2. Clear the app’s cache (Settings → Apps → [Your App] → Storage → Clear Cache) or reinstall the app to refresh all files.  
3️⃣ If the problem continues, kindly provide the exact error details, device model, and Android/iOS version by submitting a report at **feedback.gtaf.org** so our team can investigate promptly.  

May Allah accept our efforts and grant you ease in your worship. BarakAllahu feekum.",5,5,5,4,"**Assalamu Alaikum,**

Thank you for sharing your experience with the latest update. We’re sorry to hear that you found it difficult to use and that a minor error is affecting your experience.

Could you please let us know the specific issue you’re encountering (e.g., the screen or feature that isn’t working as expected) and the device and OS version you’re using? This information will help our development team locate and fix the problem as quickly as possible.

Your feedback is very valuable to us, and we’re committed to improving the app for all users. In the meantime, if you need immediate assistance, feel free to reach out to us at **support@ourislamicapp.com** or via the “Help & Feedback” section inside the app.

JazakAllah Khair for your patience and for helping us make the app better.

**– The Support Team**",4,4,4,2
200042163,Just excellent.May Allah give u reward.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for the beautiful du‘ā. We are humbled by your appreciation and pray that Allah rewards you abundantly for your encouragement. Your satisfaction is a blessing for us as we strive to serve the Ummah with a noble tool for Qur’an recitation, study, and daily worship.  

To continue benefiting from the app, you may:  
1. Open the app and tap the **Qur’an Planner** to set a personal reading schedule that fits your routine.  
2. Explore the **Mushaf Mode** or select your favorite reciter from the audio list to enhance your recitation.  
3. Use the **Search & Topics** feature to discover verses related to your interests, and consider earning badges as you progress.  

May Allah accept your prayers and increase you in goodness. BarakAllahu feekum.",4,4,4,5,"**Bismillāhir‑Rahmān‑Ir‑Raḥīm**  
Al‑ḥamdu lillāh for your kind words!  
We are truly grateful that you found our app excellent. May Allah (SWT) bless you abundantly and reward you for your encouragement. If there’s anything more we can do to enhance your experience, please let us know. JazakAllāhu khair jazā’an!",3,4,4,3
200042163,Best app.. Alhamdulillah Please try to include word by word translation in Tamil... That would be very much helpful. Jazakumullahu khairan,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for the valuable suggestion to add a word‑by‑word Tamil translation. We are delighted that you find the app beneficial, and we truly appreciate your desire to make the Qur’an even more accessible to Tamil‑speaking brothers and sisters.  

To help us evaluate this request more thoroughly, please submit the details of the desired feature (e.g., which sections, display format, or transliteration preferences) at **feedback.gtaf.org**. Our development team reviews all submissions and will consider adding Tamil word‑by‑word translations in future updates, insha Allah. May Allah reward your effort in serving the Ummah and grant you ease in your Ibadah. BarakAllahu feekum.",3,4,3,4,"**Alhamdulillah**, thank you so much for your wonderful review and encouraging words! We’re delighted to hear that you’re finding the app helpful.  

Your suggestion to add a **word‑by‑word translation in Tamil** is very valuable, and we’ve passed it along to our development team. We’ll do our best to incorporate this feature in a future update, Inshāʾ Allah.

If you have any other ideas or need assistance, please feel free to let us know.  

**Jazakumullāhu khairan** for your support and for helping us improve the app for everyone.",3,3,3,3
200042163,"Very user friendly, easy to access to the tafsir as well. Well done.","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the tafsir feature; we are delighted to hear that you find the app user‑friendly and that accessing the tafsir is easy for you. Your encouragement strengthens our intention to serve the Ummah with a reliable tool for deepening Qur’anic understanding.  

To make the most of the tafsir, you may tap any ayah and hold it to view the full explanation, then explore related topics via the “Explore by Topic” section for broader insight. If you have ideas for additional resources or improvements, please let us know by submitting feedback at feedback.gtaf.org so we can continue enhancing the app for all believers. May Allah accept your good deeds and keep you steadfast on the path of knowledge. BarakAllahu feekum.",4,4,4,4,"Assalamu Alaikum,

Thank you so much for your kind words! We’re delighted to hear that you find the app user‑friendly and that accessing the Tafsir is easy for you. Your feedback inspires us to keep improving the experience for all believers.

If you have any suggestions or need assistance with any feature, please don’t hesitate to let us know. May Allah bless you and guide you on your journey of knowledge.

Warm regards,  
The Support Team 🙏",5,5,4,3
200042163,One of the best Quran apps I have ever used!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that our app is among the best you have used; your kind words truly uplift our hearts and motivate us to keep serving the Ummah with sincerity.

We invite you to continue exploring the many features—such as the diverse recitations, Qur’an Planner, and study tools—that help deepen your connection with the Divine Word. May your regular use bring you closer to Allah, and may you find ease in every verse you read or listen to. If you ever have suggestions or need assistance, please feel free to let us know or submit feedback at feedback.gtaf.org.

May Allah accept your good deeds and grant you steadfastness in His remembrance. BarakAllahu feekum.",5,4,5,4,"Thank you so much for your kind words! 🙏 We're delighted to hear that you find our Quran app to be one of the best you've used. Your support motivates us to keep improving and adding helpful features. If there’s anything specific you love or any suggestions you have, please let us know—we’d love to hear from you. May the Quran continue to bring you peace and guidance. 🌙📖",4,4,3,3
200042163,Great app. May Allal reward you in this dunia and in the akhira. Amen.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your kind words and du‘ā. We are humbled to hear that the app is bringing you blessings in this dunya and, Insha Allah, in the ākhirah. Your encouragement strengthens our intention to serve the Ummah with a tool that helps deepen the connection with the Qur’ān.  

If you have any ideas for new content, tools, or features that could further enrich your experience, please let us know by submitting your thoughts at **feedback.gtaf.org**. Exploring more reciters, topics, or using the Planner and badge system can enhance your daily ibādah, and we are always eager to hear how we can improve. May Allah accept our efforts and your du‘ā, and may He increase you in knowledge and reward. BarakAllahu feekum.",5,4,4,5,"Alhamdulillah! Thank you for your kind words and beautiful duʿā’. May Allah (SWT) bless you abundantly in this world and the Hereafter, grant you success, barakah, and happiness in every aspect of your life. If you have any suggestions or need assistance, please let us know— we're always happy to help. JazakAllahu khair!",5,5,4,3
200042163,Alhamdulillah after searching a lot finally i got it.Jajakhallahi khaire,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your joy that you finally found the app after your search; al‑hamdulillāh that it meets your need. We are grateful for your kind words and pray that the app continues to be a source of barakah in your Qur’an journey.  

If you wish to explore more tools—such as the Qur’an search, audio recitations, or the Planner—to deepen your ibādah, simply tap the magnifying‑glass icon or the “Explore by Topic” menu. Should you have any suggestions or encounter any issue, please let us know at feedback.gtaf.org so we can serve the Ummah better. May Allah accept our efforts and bless your reading. BarakAllahu feekum.",5,4,4,5,"Alhamdulillah, we’re so glad you found what you were looking for!  
JazakAllahu Khairan for taking the time to share your happiness with us. If you have any questions, suggestions, or need any assistance while using the app, please don’t hesitate to let us know—we’re here to help. May Allah reward you abundantly!",4,4,3,3
200042163,The reminder is good and always remind me to read the ayah,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that the reminder feature is helping you read the ayah regularly; Al‑hamdulillah, we are pleased that it serves as a gentle nudge toward the Qur’an and strengthens your daily ibādah.  

If you would like to tailor the reminders further—such as choosing specific ayahs, adjusting the time of day, or adding a short audio recitation—please open the app, go to **Settings → Reminders**, and follow the three steps: (1) tap **Select Ayah(s)** to pick your favorite verses, (2) set your preferred **time** and **frequency**, and (3) enable **Audio Recitation** if desired. Should you have any additional ideas or encounter any issues, you are welcome to submit them at **feedback.gtaf.org** so we can continue to improve this khidmah for the Ummah. May Allah accept our efforts and keep us steadfast on His word. BarakAllahu feekum.",4,4,4,4,"Assalamu alaykum! 

Thank you so much for sharing your kind words. We're delighted to hear that the reminder feature is helping you keep up with reading the Ayah regularly. May Allah bless your consistency and grant you continuous benefit from His words. 

If you have any suggestions or need assistance with any other feature, please let us know—we're here to support your journey. JazakAllah Khair for being a valued member of our community!",4,4,3,4
200042163,"Great Apps if this provide another khat beside uthmani, such as indonesia khat.","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your positive experience with the app and for your thoughtful suggestion to include an Indonesian khat alongside the Uthmani script. We truly appreciate your desire to see the Qur’an presented in a style that resonates with the Indonesian‑speaking Ummah, and we understand how such an option could enhance your reading and recitation experience.  

To help us consider this addition, please submit your detailed request through our feedback portal at **feedback.gtaf.org**. Our development team reviews all submissions and will evaluate the feasibility of adding an Indonesian khat, as well as options for easy switching and font‑size adjustments. May Allah reward you for your contribution to improving this service to the Ummah. BarakAllahu feekum, and may Allah accept from you and us.",4,4,4,3,"Thank you for sharing your kind words! 🌟 We're delighted to hear that you enjoy using the app.

We understand how valuable it would be to have additional Qurʾan scripts, such as an Indonesia‑style khat. At the moment, the Uthmani script is the only one we offer, but we’re actively gathering feedback from our users to guide future updates. 

Your suggestion has been passed on to our development team, and we’ll keep you posted if and when new calligraphy options become available. If there’s anything else you’d like to see, please let us know—we’re always eager to improve the experience for our community.

Jazakum Allah khair for your support! 🙏",4,4,3,3
200042163,Probably the best Qur'an App I've ever used. Great and resourceful.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; it warms our hearts to hear that you consider it the best Qur’an app you have used. Your kind words encourage us to continue serving the Ummah with humility and sincerity.

If you wish to explore even more blessings, you may try the Quran Planner to set personalized reading goals, or tap the Mushaf mode for a classic page‑by‑page experience while keeping your favorite reciter ready. Should you have any ideas for new resources or features, please let us know by submitting feedback at **feedback.gtaf.org**, so we can keep improving this Khidmah for all believers. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum.",5,4,3,3,"Thank you so much for your kind words! 🌟 We're thrilled to hear that you find our Qur'an app to be the best you’ve used and that its resources are helping you on your journey. Your support inspires us to keep improving and adding new features. If there’s anything specific you’d love to see or any feedback you’d like to share, please let us know—we’re here for you! May your reading be blessed and your heart ever close to the Qur'an.",5,3,3,3
200042163,One of the best Quran learning apps.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to hear that you consider it one of the best Quran learning tools. Al‑hamdulillah, we are grateful that the features—such as the diverse recitations, tafsir, and planning tools—are serving you well in your journey of ibādah.  

If you have a moment, we would love for you to explore additional resources like the interactive quizzes, topic‑based collections, or the new audio translations we are continuously adding, to further enrich your study. Should you wish to suggest any improvements or share more detailed feedback, please submit it at feedback.gtaf.org so we can continue serving the Ummah with the best possible experience. May Allah accept your efforts and bless your learning. BarakAllahu feekum.",5,5,4,5,"Thank you so much for your kind words! 🌟 We're delighted to hear you’re enjoying the app for your Quran learning journey. If you have any suggestions or need assistance with any feature, please let us know—we’re always here to help. May your studies be blessed!",4,4,3,4
